seconds,mean_intensity
-20,7.476
-10,6.585
0,6.512
10,6.157
20,6.552
30,6.25
40,5.613
50,4.952
60,5.79
70,4.641
80,5.661
90,5.331
100,4.887
110,4.948
120,4.516
130,4.423
140,4.028
150,5.065
160,4.794
170,4.863
180,4.823
190,4.968
200,5.153
210,5.48
220,5.266
230,4.681
240,5.214
250,4.887
260,4.536
270,4.153
280,4.073
290,3.641
300,3.629
310,3.907
320,3.685
330,3.73
340,3.887
350,3.847
360,3.524
370,2.948
380,3.133
390,3.976
400,3.738
410,3.085
420,3.444
430,4.048
440,3.891
450,3.786
460,4.302
470,4.113
