seconds,mean_intensity
-20,4.15
-10,3.535
0,3.882
10,3.479
20,3.861
30,3.511
40,3.818
50,3.34
60,3.936
70,3.299
80,3.612
90,3.965
100,3.717
110,3.802
120,3.519
130,3.797
140,4.032
150,3.326
160,3.802
170,4.251
180,4.422
190,3.856
200,4.035
210,3.976
220,4.484
230,4.674
240,5.011
250,4.93
260,4.265
270,4.235
280,3.912
290,4.452
300,3.869
310,3.727
320,3.947
330,4.102
340,3.329
350,3.735
360,3.441
370,3.695
380,3.925
390,3.85
400,3.235
410,3.249
420,3.866
430,3.246
440,3.428
450,4.005
460,4.521
470,4
