seconds,mean_intensity
-20,5.911
-10,5.985
0,6.011
10,5.093
20,4.926
30,5.197
40,5.807
50,5.721
60,4.978
70,5.554
80,5.253
90,5.874
100,5.457
110,5.335
120,4.245
130,4.357
140,5.007
150,5.781
160,5.595
170,5.993
180,5.684
190,5.52
200,7.026
210,6.885
220,6.29
230,6.621
240,5.955
250,6.796
260,6.97
270,6.561
280,5.914
290,6.119
300,5.836
310,6.439
320,6.985
330,6.558
340,7.033
350,6.416
360,6.673
370,5.784
380,5.799
390,7.03
400,5.751
410,5.201
420,4.688
430,5.1
440,4.636
450,5.74
460,4.948
470,4.599
