seconds,mean_intensity
-20,9.895
-10,9.973
0,2.914
10,3.693
20,4.677
30,5.646
40,5.973
50,6.109
60,6.848
70,7.37
80,7.374
90,6.039
100,6.693
110,5.288
120,5.981
130,6.642
140,7.019
150,6.323
160,6.319
170,7.179
180,7.074
190,6.56
200,6.393
210,6.389
220,6.63
230,5.949
240,5.42
250,5.852
260,5.233
270,5.891
280,5.447
290,5.284
300,5.584
310,5.949
320,4.825
330,4.93
340,5.051
350,4.195
360,4.7
370,4.693
380,4.911
390,5.195
400,5.198
410,5.101
420,5.089
430,5.424
440,6.327
450,4.969
460,4.996
470,5.572
