seconds,mean_intensity
-20,4.169
-10,4.653
0,4.256
10,5.123
20,4.169
30,3.721
40,4.526
50,4.429
60,4.321
70,3.86
80,4.091
90,5.026
100,4.571
110,5.019
120,5.435
130,4.656
140,4.13
150,4.753
160,5.055
170,4.925
180,5.231
190,4.692
200,3.987
210,4.032
220,4.133
230,4.403
240,3.646
250,4.815
260,4.542
270,5.12
280,4.367
290,3.857
300,3.899
310,3.916
320,3.347
330,3.987
340,3.513
350,3.786
360,3.578
370,3.328
380,3.192
390,3.052
400,3.062
410,3.295
420,3.12
430,3.519
440,3.315
450,3.094
460,3.588
470,3.734
