seconds,mean_intensity
-20,4.632
-10,4.673
0,2.169
10,2.989
20,2.724
30,3.824
40,3.033
50,3.077
60,2.706
70,3.298
80,3.478
90,2.728
100,3.596
110,3.426
120,3.618
130,3.404
140,3.324
150,3.941
160,3.467
170,3.143
180,2.765
190,2.647
200,3.037
210,3.29
220,2.71
230,2.779
240,2.926
250,2.379
260,2.846
270,3.011
280,3.121
290,2.901
300,3.037
310,3.463
320,2.879
330,3.408
340,3.14
350,2.695
360,3.415
370,3.21
380,3.533
390,3.46
400,2.632
410,3.239
420,3.364
430,3.224
440,3.018
450,2.934
460,2.669
470,2.316
