seconds,mean_intensity
-20,3.214
-10,3.955
0,2.171
10,2.545
20,2.681
30,2.736
40,2.551
50,2.643
60,2.738
70,3.129
80,2.787
90,2.612
100,2.578
110,2.508
120,2.673
130,2.829
140,2.983
150,2.685
160,2.965
170,2.590
180,2.781
190,2.774
200,2.760
210,3.053
220,2.869
230,2.740
240,2.797
250,3.082
260,2.608
270,2.650
280,2.799
290,2.910
300,2.900
310,2.858
320,2.421
330,2.582
340,2.859
350,2.615
360,2.843
370,2.541
380,2.403
390,2.364
400,2.515
410,2.707
420,2.790
430,2.900
440,2.627
450,2.650
460,2.890
470,2.740
