seconds,mean_intensity
-20,2.719
-10,2.998
0,1.21
10,1.9
20,2.016
30,1.855
40,1.992
50,2.03
60,1.733
70,2.003
80,2.003
90,2.242
100,2.033
110,2.513
120,2.13
130,2.202
140,2.179
150,2.21
160,2.434
170,2.306
180,1.847
190,2.152
200,2.017
210,2.014
220,2.019
230,2.161
240,2.3
250,2.329
260,2.605
270,2.548
280,2.57
290,2.438
300,2.186
310,2.161
320,2.131
330,2.668
340,2.592
350,2.332
360,2.098
370,2.485
380,2.303
390,2.163
400,1.712
410,1.777
420,1.848
430,2.005
440,2.1
450,2.283
460,2.472
470,2.469
