seconds,mean_intensity
-20,5.06
-10,5.722
0,4.94
10,5.893
20,5.623
30,5.099
40,5.294
50,5.631
60,5.131
70,5.333
80,4.69
90,4.897
100,5.313
110,5.603
120,5.738
130,5.575
140,5.782
150,5.508
160,5.091
170,5.389
180,5.587
190,5.028
200,4.683
210,5.31
220,5.484
230,5.373
240,5.579
250,4.54
260,5.087
270,5.321
280,4.821
290,5.298
300,4.587
310,4.901
320,5.345
330,4.921
340,5.421
350,3.964
360,5.19
370,4.603
380,5.214
390,4.536
400,5.075
410,5.46
420,6.464
430,5.353
440,5.353
450,5.333
460,5.27
470,5.063
