seconds,mean_intensity
-20,6.756
-10,8.299
0,2.938
10,3.842
20,4.323
30,4.674
40,5.56
50,4.351
60,4.347
70,5.155
80,5.227
90,5.316
100,5.189
110,4.845
120,4.883
130,4.784
140,4.436
150,4.409
160,4.856
170,4.333
180,5.364
190,6.007
200,6.11
210,5.691
220,5.595
230,6.725
240,6.519
250,5.849
260,6.595
270,6.704
280,6.11
290,5.595
300,5.505
310,4.973
320,4.564
330,4.948
340,5.031
350,4.842
360,5.072
370,5.722
380,4.478
390,4.845
400,4.835
410,4.601
420,4.952
430,3.763
440,4.244
450,5.258
460,4.536
470,5.151
