seconds,mean_intensity
-20,5.931
-10,6
0,5.891
10,5.785
20,5.924
30,5.845
40,6.426
50,6.574
60,5.551
70,4.759
80,5.116
90,5.591
100,4.703
110,4.977
120,4.502
130,4.284
140,4.333
150,3.729
160,4.455
170,4.337
180,4.366
190,5.02
200,4.376
210,5.251
220,4.436
230,4.914
240,4.822
250,4.716
260,4.954
270,5.578
280,5.403
290,5.548
300,5.195
310,4.512
320,5.257
330,6.04
340,5.627
350,6.528
360,5.482
370,6.264
380,6.762
390,5.498
400,5.964
410,5.521
420,6.386
430,5.779
440,5.634
450,5.739
460,6.488
470,5.871
