seconds,mean_intensity
-20,5.242
-10,4.071
0,3.956
10,3.865
20,4.274
30,4.659
40,4.365
50,4.663
60,4.258
70,4.611
80,4.567
90,3.845
100,3.857
110,3.421
120,3.401
130,4.044
140,3.813
150,3.706
160,3.357
170,3.425
180,3.349
190,2.944
200,2.94
210,3.393
220,2.901
230,3.266
240,3.429
250,3.421
260,3.298
270,3.321
280,3.313
290,3.123
300,2.972
310,2.964
320,3.198
330,3.063
340,2.524
350,2.746
360,3.159
370,4.016
380,4.139
390,3.448
400,3.587
410,4.377
420,4.667
430,5.115
440,5.44
450,5.179
460,4.81
470,3.512
