seconds,mean_intensity
-20,4.167
-10,4.742
0,4.167
10,4.338
20,3.362
30,3.888
40,3.592
50,4.188
60,4.638
70,4.1
80,4.579
90,4.108
100,4.821
110,4.733
120,4.304
130,4.9
140,4.458
150,5.846
160,5.354
170,4.796
180,3.65
190,4.588
200,3.604
210,3.954
220,4.592
230,4.771
240,3.854
250,3.933
260,3.146
270,3.125
280,3.379
290,3.875
300,3.608
310,3.842
320,3.129
330,3.5
340,2.754
350,3.138
360,3.579
370,3.521
380,3.367
390,3.646
400,2.742
410,3.55
420,3.85
430,3.479
440,3.675
450,3.65
460,3.362
470,3.725
