seconds,mean_intensity
-20,3.748
-10,3.549
0,3.286
10,2.903
20,2.891
30,2.735
40,3.223
50,3.032
60,3.740
70,3.129
80,3.228
90,2.959
100,3.206
110,3.279
120,3.959
130,3.942
140,3.485
150,3.032
160,3.461
170,3.337
180,3.568
190,3.439
200,3.022
210,2.791
220,3.039
230,3.012
240,3.282
250,3.534
260,2.779
270,3.053
280,3.046
290,2.794
300,2.556
310,2.500
320,2.364
330,2.570
340,2.721
350,2.495
360,2.716
370,2.524
380,2.515
390,2.388
400,2.485
410,2.767
420,2.638
430,2.527
440,2.476
450,2.282
460,2.408
470,2.359
