seconds,mean_intensity
-20,3.353
-10,3.486
0,1.579
10,2.083
20,2.245
30,2.629
40,2.629
50,2.565
60,2.381
70,2.719
80,2.342
90,2.737
100,2.741
110,2.773
120,3.076
130,3.647
140,3.036
150,3.018
160,3.212
170,3.291
180,2.763
190,2.658
200,2.381
210,2.194
220,2.504
230,2.777
240,2.903
250,2.745
260,2.759
270,3.608
280,2.115
290,2.554
300,2.018
310,2.770
320,2.554
330,2.809
340,2.399
350,2.227
360,2.701
370,2.795
380,2.888
390,2.691
400,2.338
410,3.050
420,2.730
430,2.155
440,2.414
450,2.414
460,2.705
470,2.439
