seconds,mean_intensity
-20,2.606
-10,2.541
0,1.086
10,1.553
20,1.563
30,1.463
40,1.718
50,1.456
60,1.619
70,1.742
80,1.86
90,1.718
100,1.858
110,1.731
120,1.751
130,1.915
140,2.01
150,1.79
160,1.981
170,1.869
180,1.865
190,1.545
200,1.652
210,1.517
220,1.482
230,1.403
240,1.658
250,1.824
260,1.694
270,1.843
280,1.715
290,1.501
300,1.517
310,2.043
320,1.702
330,1.606
340,1.508
350,1.824
360,1.871
370,1.871
380,1.735
390,1.863
400,1.145
410,1.397
420,1.656
430,1.986
440,1.767
450,1.896
460,1.836
470,1.859
