seconds,mean_intensity
-20,5.565
-10,5.625
0,6.467
10,6.42
20,5.955
30,6.122
40,5.83
50,6.321
60,6.015
70,5.708
80,6.673
90,6.565
100,7.048
110,6.253
120,5.524
130,5.616
140,5.804
150,5.92
160,6.5
170,6.107
180,5.955
190,6.048
200,5.554
210,5.798
220,5.619
230,5.304
240,5.321
250,5.848
260,5.866
270,5.494
280,5.214
290,5.033
300,5.429
310,5.726
320,6.161
330,5.994
340,6.006
350,6.071
360,6.327
370,6.229
380,6.03
390,6.452
400,6.452
410,7.155
420,7.497
430,6.146
440,6.61
450,6.301
460,6.238
470,5.589
