seconds,mean_intensity
-20,3.688
-10,4.658
0,2.167
10,2.271
20,2.608
30,3.375
40,3.758
50,3.692
60,3.267
70,2.604
80,3.237
90,3.163
100,3.892
110,3.308
120,3.275
130,2.888
140,3.892
150,3.729
160,2.833
170,3.492
180,3.029
190,2.992
200,2.796
210,2.438
220,2.513
230,2.1
240,2.267
250,2.317
260,2.042
270,2.554
280,2.596
290,2.333
300,2
310,3.017
320,3.021
330,2.667
340,3.229
350,2.817
360,2.608
370,2.692
380,3.579
390,3.413
400,3.858
410,4.542
420,4.963
430,3.717
440,3.733
450,4.4
460,3.9
470,4.233
