seconds,mean_intensity
-20,5.286
-10,4.88
0,4.487
10,4
20,4.312
30,3.756
40,3.556
50,3.726
60,3.812
70,3.162
80,3.491
90,3.419
100,2.765
110,2.97
120,3.013
130,2.893
140,2.739
150,2.342
160,2.504
170,3.269
180,3.111
190,3.573
200,3.158
210,3.073
220,2.679
230,3.201
240,2.624
250,3.188
260,3.568
270,2.637
280,2.684
290,2.825
300,2.244
310,2.812
320,3.368
330,3.53
340,4.274
350,4.41
360,3.09
370,2.62
380,3.197
390,2.94
400,3.021
410,4.385
420,4.094
430,3.944
440,4.081
450,4.752
460,4.141
470,3.735
