seconds,mean_intensity
-20,6.901
-10,6.643
0,2.518
10,3.276
20,3.487
30,3.744
40,4.235
50,4.563
60,4.332
70,4.307
80,4.616
90,5.058
100,4.341
110,5.137
120,5.321
130,4.653
140,4.417
150,4.33
160,4.495
170,4.807
180,4.605
190,4.596
200,4.388
210,4.419
220,4.255
230,4.116
240,3.995
250,4.563
260,3.749
270,4.291
280,4
290,3.365
300,4.052
310,4.426
320,4.574
330,4.155
340,4.276
350,3.875
360,3.744
370,3.738
380,4.242
390,4.023
400,4.099
410,4.448
420,4.303
430,4.502
440,4.233
450,4.202
460,4.345
470,4.02
