seconds,mean_intensity
-20,10.71
-10,9.045
0,3.517
10,4.517
20,5.761
30,5.915
40,6.011
50,5.023
60,5.114
70,5.312
80,5.682
90,6.119
100,5.511
110,4.693
120,5.67
130,4.977
140,6.534
150,6.21
160,6.949
170,5.659
180,6.5
190,6.216
200,7.295
210,6.273
220,5.784
230,6.733
240,5.886
250,6.176
260,6.131
270,6.881
280,6.239
290,5.312
300,5
310,5.449
320,4.097
330,4.438
340,4.926
350,5.028
360,4.75
370,4.784
380,3.966
390,4.358
400,4.153
410,4.511
420,5.898
430,5.267
440,5.46
450,5.801
460,5.847
470,5.42
