seconds,mean_intensity
-20,6.676
-10,7.053
0,6.187
10,5.888
20,6.338
30,6.385
40,6.369
50,5.547
60,5.458
70,5.511
80,5.964
90,5.014
100,5.408
110,5.332
120,5.989
130,5.478
140,5.779
150,4.916
160,5.288
170,5.631
180,5.377
190,5.43
200,5.575
210,6.162
220,6.246
230,5.447
240,4.813
250,5.433
260,5.556
270,6.684
280,5.791
290,6.796
300,6.064
310,5.277
320,5.732
330,5.358
340,5.966
350,5.458
360,5.989
370,5.372
380,6.12
390,5.494
400,5.626
410,4.743
420,4.844
430,4.642
440,4.589
450,4.436
460,4.101
470,4.852
