seconds,mean_intensity
-20,9.316
-10,7.768
0,7.004
10,8
20,7.696
30,7.964
40,7.208
50,7.488
60,7.66
70,7.236
80,6.98
90,7.004
100,6.32
110,6.116
120,6.792
130,7.14
140,7.668
150,7.068
160,6.8
170,6.388
180,6.916
190,6.464
200,6.12
210,5.812
220,5.3
230,4.928
240,4.7
250,5.28
260,5.692
270,5.724
280,5.636
290,5.232
300,4.836
310,5.212
320,4.528
330,4.432
340,4.424
350,5.316
360,3.94
370,3.816
380,4.216
390,3.464
400,4.176
410,4.076
420,4.496
430,4.168
440,5.02
450,5.14
460,4.904
470,5.16
