seconds,mean_intensity
-20,2.961
-10,3.337
0,2.69
10,2.645
20,2.502
30,2.935
40,2.867
50,2.723
60,2.787
70,2.822
80,2.802
90,2.633
100,2.825
110,2.926
120,2.679
130,2.889
140,2.571
150,2.54
160,2.581
170,2.555
180,2.351
190,2.485
200,2.547
210,2.528
220,2.232
230,2.279
240,2.419
250,2.506
260,2.465
270,2.145
280,2.469
290,2.647
300,2.355
310,2.303
320,2.299
330,2.29
340,2.429
350,2.503
360,2.23
370,2.096
380,2.116
390,1.994
400,2.1
410,1.937
420,1.829
430,2.002
440,2.497
450,2.176
460,2.514
470,2.335
