seconds,mean_intensity
-20,2.758
-10,2.737
0,2.637
10,2.572
20,2.559
30,2.464
40,2.507
50,2.323
60,2.216
70,2.256
80,2.158
90,2.273
100,2.04
110,2.077
120,2.166
130,2.09
140,2.456
150,2.186
160,2.323
170,2.25
180,2.401
190,2.405
200,2.324
210,2.248
220,2.233
230,2.072
240,1.923
250,2.359
260,2.586
270,2.43
280,2.341
290,2.155
300,2.15
310,2.015
320,1.97
330,1.941
340,2.099
350,2.019
360,2.018
370,1.752
380,1.945
390,1.806
400,1.899
410,1.918
420,1.976
430,1.926
440,1.961
450,2.248
460,2.324
470,2.482
