seconds,mean_intensity
-20,4.658
-10,5.075
0,2.551
10,1.989
20,3.016
30,3.326
40,3.305
50,2.936
60,2.674
70,2.578
80,3.519
90,3.043
100,2.524
110,3
120,3.155
130,3.043
140,3.824
150,2.957
160,2.781
170,2.561
180,2.428
190,2.38
200,2.647
210,2.829
220,3.535
230,3.128
240,3.267
250,2.93
260,2.439
270,2.882
280,3.374
290,3.128
300,2.69
310,3.134
320,3.102
330,2.235
340,2.412
350,1.904
360,2.246
370,2.134
380,1.695
390,2.412
400,2.385
410,3.203
420,3.096
430,3.396
440,2.797
450,3.235
460,2.455
470,2.481
