seconds,mean_intensity
-20,5.124
-10,4.575
0,1.687
10,2.498
20,3.517
30,4.197
40,4.579
50,5.058
60,5.259
70,5.027
80,4.834
90,5.282
100,4.826
110,5.05
120,5.996
130,5.112
140,4.552
150,4.425
160,5.127
170,5.259
180,5.046
190,4.413
200,4.583
210,4.185
220,4.575
230,4.405
240,5.012
250,3.826
260,4.205
270,3.884
280,3.737
290,4.375
300,4.637
310,3.68
320,4.181
330,4.622
340,4.178
350,4.328
360,4.212
370,4.162
380,4.853
390,5.058
400,4.676
410,4.201
420,5.521
430,5.151
440,5.768
450,5.409
460,5.502
470,5.737
