seconds,mean_intensity
-20,6.233
-10,6.429
0,6.061
10,7.017
20,6.873
30,7.133
40,7.285
50,7.68
60,7.931
70,7.406
80,7.476
90,7.836
100,8.127
110,7.098
120,6.954
130,6.712
140,7.081
150,6.68
160,6.778
170,6.418
180,7.297
190,6.824
200,7.161
210,6.741
220,6.334
230,7.138
240,7.314
250,6.297
260,6.931
270,6.939
280,6.055
290,5.885
300,6.536
310,5.902
320,6.121
330,5.96
340,5.023
350,5.15
360,4.945
370,4.608
380,5.36
390,5.72
400,6.389
410,6.003
420,5.303
430,4.761
440,5.991
450,4.873
460,5.473
470,6.357
