seconds,mean_intensity
-20,5.913
-10,5.699
0,6.063
10,5.257
20,6.049
30,6.18
40,5.617
50,5.189
60,6.107
70,4.087
80,3.578
90,5.811
100,3.641
110,4.874
120,5.903
130,5.413
140,6.184
150,5.714
160,4.583
170,4.908
180,5.684
190,6.117
200,4.879
210,4.471
220,4.578
230,5.786
240,4.694
250,4.723
260,4.374
270,4.117
280,3.607
290,3.524
300,3.684
310,4.087
320,4.073
330,3.869
340,3.83
350,3.903
360,4.403
370,4.282
380,4.214
390,4.141
400,4.17
410,5.063
420,4.83
430,4.267
440,4.15
450,4.049
460,4.451
470,4.723
