seconds,mean_intensity
-20,2.700
-10,3.532
0,1.563
10,2.088
20,2.129
30,2.363
40,2.363
50,2.685
60,2.593
70,2.846
80,3.080
90,2.637
100,2.751
110,3.417
120,3.134
130,2.771
140,2.917
150,2.800
160,2.483
170,2.932
180,2.098
190,2.634
200,2.524
210,2.763
220,2.785
230,2.607
240,2.778
250,2.932
260,2.717
270,3.271
280,3.020
290,3.129
300,3.539
310,2.924
320,3.761
330,3.178
340,3.090
350,3.193
360,2.590
370,2.815
380,2.912
390,2.951
400,2.871
410,2.588
420,3.241
430,3.329
440,3.751
450,3.229
460,2.685
470,2.846
