seconds,mean_intensity
-20,13.156
-10,12.117
0,2.257
10,2.363
20,2.469
30,2.43
40,2.654
50,2.615
60,2.899
70,3.721
80,3.497
90,3.369
100,3.302
110,3.911
120,3.743
130,3.721
140,3.955
150,3.771
160,3.33
170,3.877
180,3.799
190,3.654
200,4.095
210,3.698
220,3.14
230,3.81
240,3.553
250,3.832
260,4.235
270,3.587
280,3.693
290,3.754
300,4.642
310,3.922
320,3.76
330,4.101
340,5.061
350,4.587
360,5.134
370,6.335
380,5.765
390,5.581
400,5.408
410,6.497
420,5.905
430,5.413
440,5.838
450,4.704
460,5.816
470,5.067
