seconds,mean_intensity
-20,4.741
-10,4.818
0,4.398
10,4.998
20,4.955
30,4.809
40,5.015
50,4.752
60,4.55
70,4.325
80,4.69
90,4.349
100,4.21
110,4.317
120,4.452
130,4.315
140,3.942
150,4.026
160,4.184
170,3.829
180,3.792
190,3.617
200,3.722
210,3.636
220,3.683
230,3.76
240,4.58
250,4.302
260,3.769
270,4.086
280,3.916
290,3.732
300,3.816
310,3.394
320,3.407
330,3.002
340,2.949
350,2.67
360,2.944
370,3.201
380,2.719
390,2.771
400,3.073
410,3.334
420,3.214
430,3.221
440,2.366
450,2.734
460,3.058
470,3.015
