seconds,mean_intensity
-20,11.888
-10,11.287
0,10.034
10,11.028
20,10.691
30,10.506
40,10.601
50,9.989
60,10.107
70,9.697
80,10.36
90,10.573
100,10.258
110,8.82
120,7.882
130,8.275
140,7.163
150,7.371
160,7
170,7.556
180,7.545
190,7.713
200,8.871
210,7.197
220,7.579
230,7.258
240,7.904
250,7.848
260,8.309
270,8.787
280,8.506
290,8.702
300,8.871
310,8.449
320,8.657
330,8.461
340,8.185
350,8.86
360,8.567
370,9.36
380,9.5
390,9.427
400,10.264
410,9.096
420,8.573
430,7.551
440,7.5
450,6.82
460,7.191
470,7.27
