seconds,mean_intensity
-20,9.172
-10,8.546
0,8.206
10,8.92
20,8.466
30,7.937
40,7.836
50,7.345
60,8.597
70,8.571
80,8.542
90,7.996
100,7.496
110,6.655
120,7.218
130,6.748
140,6.391
150,5.714
160,6.025
170,5.966
180,7.034
190,6.735
200,6.752
210,6.714
220,6.643
230,5.819
240,5.84
250,6.252
260,5.697
270,6.042
280,5.71
290,5.819
300,6.029
310,5.214
320,4.979
330,4.492
340,4.672
350,4.412
360,3.916
370,4.483
380,4.324
390,4.353
400,4.084
410,4.311
420,6
430,5.752
440,5.681
450,5.529
460,6.063
470,5.433
