seconds,mean_intensity
-20,13.735
-10,13.832
0,14.273
10,14.029
20,14.563
30,14.109
40,12.71
50,13.025
60,12.861
70,10.55
80,11.828
90,11.466
100,10.748
110,11.71
120,10.45
130,10.122
140,9.269
150,9.924
160,8.252
170,10.626
180,11.05
190,10.109
200,11.076
210,9.689
220,9.529
230,9.513
240,8.088
250,6.408
260,6.303
270,6.563
280,6.584
290,6.866
300,5.996
310,6.357
320,5.592
330,6.832
340,6.298
350,6.239
360,6.634
370,6.206
380,5.996
390,6.109
400,5.42
410,5.92
420,6.063
430,6.185
440,6.655
450,5.739
460,5.836
470,5.601
