seconds,mean_intensity
-20,5.727
-10,5.271
0,1.794
10,1.542
20,1.602
30,1.768
40,1.721
50,1.583
60,1.94
70,1.953
80,2.609
90,2.102
100,2.151
110,2.654
120,2.438
130,2.188
140,1.995
150,2.427
160,1.961
170,2.516
180,2.503
190,2.484
200,2.378
210,2.242
220,2.432
230,2.299
240,2.424
250,2.57
260,2.628
270,2.461
280,2.703
290,2.565
300,2.292
310,2.596
320,2.844
330,2.885
340,2.471
350,2.362
360,2.484
370,2.135
380,2.315
390,2.424
400,2.312
410,2.286
420,2.341
430,2.227
440,2.432
450,2.271
460,2.328
470,2.385
