seconds,mean_intensity
-20,15.604
-10,14.851
0,2.919
10,2.878
20,2.805
30,3.599
40,3.461
50,3.488
60,3.431
70,2.935
80,2.802
90,3.55
100,2.851
110,2.897
120,2.997
130,2.837
140,2.818
150,4.222
160,3.561
170,3.981
180,3.556
190,4.393
200,3.846
210,4.038
220,3.268
230,3.379
240,2.805
250,2.894
260,3.211
270,2.87
280,2.829
290,2.995
300,2.783
310,2.786
320,3.035
330,3.168
340,3.293
350,3.268
360,2.951
370,3.312
380,2.894
390,2.759
400,2.827
410,2.949
420,3.144
430,2.756
440,2.995
450,3.027
460,2.818
470,3.293
