seconds,mean_intensity
-20,12.866
-10,12.029
0,2.455
10,2.622
20,2.775
30,3.383
40,3.545
50,3.316
60,3.364
70,3.627
80,3.541
90,3.167
100,4.043
110,3.847
120,3.684
130,3.699
140,4.474
150,4.426
160,4.225
170,3.928
180,4.344
190,3.603
200,5.565
210,3.962
220,4.498
230,4.01
240,4.354
250,3.455
260,4.077
270,4.469
280,3.923
290,4.019
300,3.679
310,3.416
320,3.278
330,3.225
340,3.904
350,4.11
360,4.675
370,4.239
380,3.919
390,4.005
400,3.981
410,4.062
420,3.01
430,3.459
440,3.215
450,3.33
460,3.469
470,4.469
