seconds,mean_intensity
-20,3.407
-10,3.45
0,1.605
10,1.486
20,1.517
30,1.854
40,1.927
50,2.252
60,1.893
70,1.76
80,1.602
90,1.72
100,1.67
110,1.711
120,1.505
130,1.803
140,1.588
150,1.663
160,2.055
170,1.993
180,1.851
190,1.815
200,1.725
210,1.822
220,1.701
230,1.863
240,1.74
250,1.647
260,1.64
270,1.709
280,1.507
290,1.671
300,1.699
310,1.903
320,1.766
330,1.908
340,1.758
350,1.683
360,1.664
370,1.676
380,1.86
390,2.066
400,2.097
410,1.872
420,1.874
430,1.962
440,1.971
450,1.837
460,2.106
470,1.972
