seconds,mean_intensity
-20,10.273
-10,9.523
0,9.327
10,9.354
20,8.723
30,9.173
40,8.796
50,8.865
60,8.077
70,8.565
80,8.427
90,7.465
100,7.65
110,7.45
120,7.146
130,7.112
140,6.804
150,6.262
160,6.042
170,5.135
180,4.996
190,5.527
200,5.435
210,5.327
220,5.265
230,4.935
240,5.604
250,5.196
260,5.165
270,4.946
280,4.758
290,4.396
300,4.896
310,4.862
320,4.492
330,4.742
340,4.823
350,5.446
360,5.012
370,4.869
380,5.377
390,4.754
400,4.846
410,4.965
420,4.192
430,4.723
440,4.062
450,4.462
460,4.938
470,5.019
