seconds,mean_intensity
-20,7.192
-10,7.25
0,0.738
10,0.83
20,0.886
30,1.035
40,1.055
50,1.074
60,1.208
70,1.086
80,1.207
90,1.269
100,1.392
110,1.326
120,1.198
130,1.518
140,1.276
150,1.524
160,1.276
170,1.213
180,1.37
190,1.222
200,1.276
210,1.297
220,1.387
230,1.247
240,1.297
250,1.61
260,1.444
270,1.417
280,1.55
290,1.58
300,1.427
310,1.538
320,1.415
330,1.618
340,1.388
350,1.01
360,1.424
370,1.516
380,1.501
390,1.318
400,1.466
410,1.39
420,1.566
430,1.543
440,1.297
450,1.41
460,1.551
470,1.556
