seconds,mean_intensity
-20,10.237
-10,9.737
0,9.928
10,9.329
20,9.737
30,9.763
40,9.099
50,9.329
60,7.763
70,8.467
80,9.046
90,8.599
100,8.204
110,9.52
120,8.961
130,6.151
140,6.204
150,6.375
160,7.033
170,6.513
180,6.053
190,6.822
200,7.776
210,7.013
220,7.434
230,8.526
240,7.526
250,6.862
260,7.684
270,6.776
280,7.309
290,7.191
300,7.237
310,7.809
320,8.776
330,9.257
340,8.842
350,7.967
360,7.908
370,8.586
380,8.092
390,8.355
400,7.441
410,6.829
420,7.941
430,6.868
440,7.171
450,7.283
460,6.763
470,6.789
