seconds,mean_intensity
-20,10.635
-10,10.887
0,2.03
10,2.12
20,2.117
30,1.831
40,2.09
50,2.545
60,2.286
70,1.902
80,1.699
90,1.842
100,2.188
110,2.305
120,2.444
130,2.278
140,2.767
150,2.97
160,2.338
170,2.868
180,2.492
190,2.402
200,2.917
210,2.62
220,2.18
230,2.59
240,2.5
250,2.459
260,2.395
270,2.289
280,2.771
290,3.008
300,2.53
310,2.82
320,2.771
330,2.677
340,3.019
350,3.004
360,2.515
370,2.703
380,2.338
390,2.417
400,2.962
410,2.774
420,2.511
430,2.635
440,2.628
450,2.805
460,2.113
470,2.165
