seconds,mean_intensity
-20,14.61
-10,12.405
0,2.16
10,2.665
20,2.295
30,2.505
40,2.465
50,1.66
60,1.955
70,2.6
80,2.205
90,2.46
100,2.475
110,3.37
120,2.69
130,2.94
140,3.265
150,3.065
160,3.165
170,3.335
180,3.665
190,3.22
200,3.285
210,3.585
220,3.275
230,3.45
240,3.11
250,3.16
260,2.75
270,3.24
280,3.905
290,3.865
300,3.5
310,3.365
320,3.71
330,3.16
340,3.425
350,3.555
360,3.27
370,3.195
380,3.425
390,3.265
400,3.07
410,2.945
420,2.775
430,2.61
440,2.975
450,3.185
460,2.93
470,2.965
