seconds,mean_intensity
-20,13.419
-10,12.14
0,2.071
10,2.468
20,2.792
30,4.341
40,3.695
50,3.373
60,4.136
70,3.081
80,3.818
90,3.367
100,3.597
110,3.179
120,3.935
130,3.646
140,3.425
150,3.341
160,4.159
170,4.162
180,4.708
190,4.494
200,4.24
210,4.799
220,4.893
230,4.844
240,4.584
250,4.075
260,4.36
270,3.912
280,5.175
290,5.286
300,5.451
310,5.909
320,5.516
330,4.221
340,3.864
350,3.38
360,3.425
370,3.565
380,4.75
390,5.237
400,4.14
410,4.662
420,4.805
430,7.032
440,6.244
450,6.347
460,6.045
470,5.831
