seconds,mean_intensity
-20,8.479
-10,7.798
0,8.401
10,7.897
20,8.397
30,8.705
40,8.26
50,8.534
60,5.856
70,6.432
80,6.315
90,6.62
100,6.884
110,6.603
120,6.305
130,5.202
140,4.469
150,4.003
160,4.801
170,5.01
180,5.377
190,5.24
200,5.757
210,5.866
220,4.579
230,4.202
240,3.846
250,3.771
260,3.668
270,4.226
280,4.421
290,4.712
300,5.01
310,5.178
320,5.757
330,5.709
340,5.64
350,5.596
360,5.103
370,4.832
380,5.274
390,4.791
400,5.277
410,5.209
420,4.445
430,4.61
440,4.524
450,4.808
460,4.808
470,4.962
