seconds,mean_intensity
-20,8.789
-10,8.798
0,8.638
10,8.537
20,9.321
30,8.67
40,9.073
50,11.229
60,8.794
70,8.716
80,7.839
90,8.55
100,8.381
110,8.225
120,9.197
130,7.931
140,10.706
150,11.294
160,11.624
170,11.784
180,11.683
190,10.697
200,8.665
210,10.615
220,9.408
230,8.839
240,9.427
250,7.734
260,8.115
270,8.399
280,8.206
290,7.968
300,8.963
310,8.394
320,9.523
330,9.041
340,8.761
350,9.018
360,8.546
370,8.986
380,8.289
390,7.541
400,6.922
410,6.046
420,7.206
430,7.427
440,6.954
450,6.587
460,6.482
470,6.798
