seconds,mean_intensity
-20,9.717
-10,8.517
0,2.178
10,2.441
20,2.542
30,2.399
40,2.434
50,2.42
60,2.241
70,2.535
80,2.364
90,2.752
100,3.08
110,2.822
120,3.073
130,2.535
140,2.556
150,3.115
160,3.22
170,3
180,2.507
190,2.626
200,3.028
210,3.171
220,2.51
230,2.822
240,2.745
250,2.395
260,2.255
270,2.552
280,2.853
290,2.472
300,2.206
310,2.497
320,1.969
330,2.101
340,2.122
350,1.997
360,1.783
370,2.413
380,2.252
390,2.594
400,2.493
410,2.556
420,2.476
430,2.213
440,2.206
450,2.538
460,2.871
470,2.196
