seconds,mean_intensity
-20,8.743
-10,8.231
0,2.386
10,2.686
20,2.469
30,3.119
40,4.102
50,3.374
60,4.21
70,3.919
80,3.879
90,3.55
100,2.588
110,2.76
120,2.693
130,2.826
140,3.143
150,3.214
160,3.493
170,2.798
180,2.367
190,2.129
200,2.464
210,2.279
220,2.857
230,2.636
240,2.943
250,2.776
260,2.907
270,3.026
280,2.552
290,2.95
300,2.848
310,2.236
320,2.24
330,2.152
340,2.31
350,2.448
360,2.319
370,2.371
380,2.35
390,2.245
400,2.398
410,2.66
420,2.786
430,2.974
440,2.419
450,2.548
460,2.85
470,3.224
