seconds,mean_intensity
-20,23.536
-10,21.718
0,3.482
10,3.827
20,3.794
30,4.427
40,4.294
50,3.924
60,3.761
70,3.748
80,4.118
90,4.403
100,3.806
110,3.979
120,3.973
130,3.839
140,3.739
150,3.506
160,3.891
170,4.688
180,4.561
190,4.064
200,5.588
210,5.467
220,5.124
230,4.909
240,4.327
250,5.039
260,5.194
270,5.118
280,4.7
290,4.23
300,4.055
310,5.142
320,5.118
330,5.376
340,5.364
350,5.045
360,4.455
370,4.536
380,4.548
390,3.988
400,4.264
410,4.109
420,3.985
430,3.648
440,3.645
450,4.133
460,4.112
470,4.218
