seconds,mean_intensity
-20,5.549
-10,5.551
0,4.466
10,3.771
20,4.417
30,5.036
40,4.787
50,4.716
60,4.601
70,4.418
80,4.463
90,4.315
100,4.389
110,4.256
120,4.189
130,4.114
140,4.059
150,4.298
160,3.578
170,3.241
180,3.031
190,3.449
200,3.312
210,3.169
220,2.941
230,3.924
240,3.785
250,3.37
260,3.625
270,3.181
280,3.081
290,2.85
300,2.818
310,2.892
320,2.651
330,2.766
340,3.033
350,2.442
360,2.687
370,2.522
380,2.985
390,3.501
400,3.084
410,3.065
420,2.676
430,2.582
440,2.785
450,2.902
460,2.962
470,2.769
