seconds,mean_intensity
-20,5.111
-10,5.552
0,5.425
10,4.753
20,4.338
30,4.504
40,3.559
50,4.65
60,4.149
70,3.806
80,3.672
90,3.476
100,3.403
110,3.118
120,3.874
130,3.36
140,3.983
150,4.123
160,3.982
170,4.312
180,3.715
190,3.348
200,3.57
210,3.255
220,2.672
230,2.847
240,2.718
250,2.947
260,2.814
270,2.526
280,2.668
290,2.479
300,2.619
310,2.914
320,3.217
330,3.348
340,3.569
350,3.479
360,3.557
370,3.423
380,3.002
390,3.227
400,2.912
410,2.718
420,3.169
430,3.022
440,2.605
450,2.441
460,2.343
470,2.284
