seconds,mean_intensity
-20,14.019
-10,13.561
0,16.195
10,15.252
20,15.355
30,13.771
40,10.195
50,10.015
60,11.126
70,10.851
80,11.63
90,10.622
100,9.786
110,9.447
120,9.458
130,7.958
140,8.706
150,7.878
160,8.37
170,7.725
180,7.5
190,8.107
200,10.24
210,9.454
220,8.794
230,8.412
240,9.095
250,8.634
260,8.847
270,6.515
280,6.397
290,6.416
300,5.546
310,5.531
320,5.863
330,6.126
340,4.511
350,4.935
360,4.897
370,5.794
380,5.16
390,4.714
400,5.366
410,5.45
420,5.935
430,5.004
440,5.031
450,5.424
460,5.435
470,5.214
