seconds,mean_intensity
-20,5.217
-10,5.772
0,5.583
10,4.806
20,4.789
30,6
40,5.517
50,5.444
60,4.817
70,5.011
80,4.611
90,4.944
100,5.15
110,5.506
120,6.15
130,4.672
140,6.15
150,5.883
160,5.306
170,4.828
180,4.456
190,3.861
200,3.967
210,4.833
220,4.95
230,4.856
240,5.178
250,4.889
260,5.139
270,5.522
280,5.311
290,6.144
300,5.172
310,4.072
320,4.2
330,5.256
340,4.828
350,4.639
360,4.55
370,4.428
380,4.839
390,4.717
400,4.883
410,4.617
420,4.767
430,4.689
440,5.717
450,5.006
460,4.2
470,4.1
