seconds,mean_intensity
-20,10.012
-10,7.096
0,2.196
10,2.317
20,2.808
30,2.671
40,2.092
50,2.229
60,2.033
70,2.337
80,1.996
90,2.254
100,2.092
110,2.567
120,2.629
130,2.138
140,2.275
150,2.408
160,3
170,2.25
180,2.487
190,2.517
200,2.579
210,2.508
220,2.796
230,2.546
240,2.321
250,2.638
260,2.758
270,2.487
280,3.021
290,2.454
300,3.092
310,2.704
320,2.55
330,2.362
340,2.913
350,2.446
360,3.254
370,2.733
380,2.888
390,2.471
400,2.483
410,3.075
420,2.721
430,2.712
440,3.171
450,2.875
460,2.908
470,2.913
