seconds,mean_intensity
-20,5.824
-10,5.928
0,6.066
10,6.275
20,6.135
30,6.138
40,6.297
50,6.291
60,5.619
70,6.173
80,6.047
90,5.646
100,5.42
110,5.766
120,5.896
130,5.932
140,5.571
150,5.7
160,5.492
170,5.41
180,6.194
190,5.907
200,5.736
210,5.565
220,4.959
230,5.051
240,5.227
250,5.171
260,5.326
270,5.02
280,4.692
290,5.098
300,5.185
310,4.643
320,4.395
330,4.326
340,4.288
350,3.911
360,4.167
370,4.165
380,3.979
390,3.748
400,3.405
410,3.602
420,3.545
430,3.093
440,2.886
450,2.871
460,3.119
470,3.297
