seconds,mean_intensity
-20,9.936
-10,8.897
0,9.923
10,10.513
20,8.897
30,9.122
40,9.192
50,9.051
60,10.506
70,10.494
80,10.404
90,9.75
100,8.949
110,9.558
120,10.872
130,9.301
140,10.141
150,9.083
160,9.186
170,9.167
180,9.795
190,8.904
200,9
210,8.968
220,9.077
230,8.237
240,10.179
250,9.154
260,7.712
270,7.968
280,8.481
290,7.455
300,8.026
310,7.667
320,8.205
330,8.333
340,8.583
350,7.59
360,8.609
370,8.494
380,7.795
390,8.026
400,8.058
410,7.59
420,7.564
430,8.218
440,7.519
450,7.814
460,7.058
470,8.436
