seconds,mean_intensity
-20,12.429
-10,11.636
0,2.616
10,2.515
20,2.303
30,2.389
40,2.97
50,2.828
60,2.232
70,2.419
80,3.167
90,3.096
100,3.354
110,2.879
120,2.894
130,2.571
140,2.697
150,3.086
160,2.273
170,2.934
180,3
190,2.793
200,2.707
210,2.778
220,2.591
230,2.732
240,2.263
250,2.49
260,2.808
270,2.727
280,2.182
290,2.071
300,1.919
310,1.793
320,1.975
330,2.667
340,2.308
350,2.242
360,2.571
370,2.49
380,2.232
390,2.389
400,2.293
410,2.172
420,2.455
430,3.268
440,3.566
450,3.045
460,3.066
470,2.576
