seconds,mean_intensity
-20,11.891
-10,11.86
0,2.366
10,2.291
20,2.694
30,2.503
40,2.231
50,2.951
60,2.62
70,3.197
80,3.069
90,3.814
100,3.46
110,3.351
120,3.411
130,3.271
140,3.303
150,3.369
160,3.391
170,3.486
180,3.454
190,3.46
200,4.214
210,4.066
220,3.269
230,3.631
240,3.357
250,3.114
260,2.986
270,3.234
280,3.331
290,3.26
300,3.029
310,3.734
320,3.389
330,3.6
340,3.363
350,3.666
360,3.463
370,3.569
380,3.263
390,3.466
400,3.774
410,3.554
420,3.123
430,3.406
440,3.046
450,2.797
460,3.029
470,2.337
