seconds,mean_intensity
-20,8.392
-10,7.824
0,7
10,8.363
20,7.686
30,8.661
40,7.024
50,7.294
60,6.673
70,7.306
80,7.853
90,7.073
100,7.143
110,6.388
120,7.429
130,8.086
140,7.441
150,7.294
160,7.069
170,7.192
180,7.102
190,7.233
200,7.184
210,7.147
220,7.098
230,6.535
240,7.11
250,7.078
260,6.563
270,6.984
280,7.069
290,5.298
300,5.449
310,5.453
320,5.237
330,5.02
340,5.882
350,4.939
360,4.718
370,5.412
380,5.082
390,4.955
400,4.339
410,5.314
420,5.62
430,5.314
440,5.363
450,5.449
460,5.988
470,5.518
