seconds,mean_intensity
-20,5.528
-10,5.381
0,5.575
10,5.718
20,6.003
30,5.798
40,5.614
50,6.057
60,6.593
70,6.28
80,6.181
90,6.728
100,5.834
110,6.521
120,6.334
130,6.479
140,6.461
150,6.093
160,6.386
170,5.979
180,6.088
190,5.826
200,5.22
210,5.699
220,5.404
230,5.63
240,5.425
250,4.689
260,5.352
270,5.223
280,5.202
290,3.632
300,3.505
310,4.003
320,3.661
330,4.332
340,4.07
350,4.101
360,3.933
370,3.912
380,3.705
390,4.036
400,4.026
410,3.808
420,3.85
430,3.899
440,3.715
450,3.539
460,3.738
470,3.264
