seconds,mean_intensity
-20,7.658
-10,7.607
0,1.862
10,3.02
20,2.276
30,2.469
40,2.367
50,2.796
60,2.357
70,2.316
80,2.378
90,3
100,2.107
110,2.51
120,2.465
130,3.441
140,2.753
150,2.529
160,2.494
170,1.994
180,2.736
190,3.472
200,3.321
210,2.504
220,2.173
230,2.496
240,2.137
250,2.532
260,2.496
270,2.367
280,2.216
290,2.54
300,3.029
310,3.144
320,3.36
330,2.806
340,3.058
350,4.437
360,3.272
370,5.146
380,4.495
390,5.078
400,4.417
410,4.155
420,4.505
430,5.097
440,4.505
450,4.379
460,3.971
470,4.01
