seconds,mean_intensity
-20,4.907
-10,4.455
0,4.226
10,4.882
20,5.373
30,5.447
40,4.925
50,5.712
60,5.704
70,6.216
80,5.915
90,5.134
100,4.877
110,5.352
120,4.527
130,4.553
140,4.607
150,4.013
160,4.239
170,4.27
180,4.499
190,4.105
200,4.147
210,3.941
220,3.694
230,3.897
240,3.689
250,4.149
260,3.483
270,3.355
280,3.265
290,3.437
300,2.907
310,2.956
320,3.362
330,3.123
340,2.866
350,2.856
360,2.738
370,2.589
380,2.643
390,2.483
400,2.473
410,2.314
420,2.548
430,2.411
440,2.581
450,2.409
460,2.969
470,2.64
