seconds,mean_intensity
-20,7.153
-10,8.145
0,1.54
10,2
20,1.698
30,2.089
40,1.823
50,2.073
60,1.754
70,1.956
80,1.996
90,2.347
100,2.052
110,2.153
120,2.065
130,2.387
140,2.407
150,2.79
160,2.855
170,3.073
180,2.52
190,2.254
200,2.516
210,2.548
220,2.173
230,2.133
240,2.222
250,2.319
260,2.274
270,2.782
280,3.065
290,3.02
300,3.262
310,3.778
320,3.423
330,2.927
340,3.343
350,3.254
360,3.109
370,3.29
380,3.657
390,4.105
400,4.649
410,4.911
420,3.761
430,4.04
440,3.498
450,3.945
460,4.299
470,3.751
